pid,city,address,price,rent,area,bedrooms
7116,Hyderabad,Nizampet,6100000,15250,1230,2
7118,Hyderabad,Tellapur,20700200,20000,3569,3
7119,Hyderabad,Yapral,5100000,12750,1220,2
7120,Hyderabad,Raviryal,2500000,6250,1400,2
7301,Kolhapur,Salokhe Nagar,2800000,7000,610,1
7302,Kolhapur,Sambhaji Nagar,2500000,6250,685,1
7303,Kolhapur,Shivaji Peth,2000000,5000,600,1
7304,Kolhapur,Devkar Panand,5900000,14750,1350,4
7305,Kolhapur,Deokar Panand,2500000,6250,625,1
7306,Kolhapur,New Shahupuri,5900000,14750,1098,2
7307,Kolhapur,Shahupuri,2500000,6250,600,1
7308,Kolhapur,New Washi Naka,5500000,13750,1300,3
7309,Kolhapur,Kalamba,2750000,6875,680,2
7310,Kolhapur,IT Park Road,7000000,17500,1200,2
7311,Kolhapur,Rajarampuri,3200000,8000,920,2
7312,Kolhapur,Nagala Park,5000000,12500,1130,2
7313,Kolhapur,Manganwlarpeth,1900000,4750,550,1
7314,Kolhapur,Kalamba,4000000,10000,1179,2
7315,Kolhapur,Devkar Panand,3500000,8750,630,1
7317,Kolhapur,New Shahupuri,5900000,14750,1098,1
7318,Kolhapur,Pratibha Nagar,6900000,17250,1170,2
7319,Kolhapur,Nagala Park,4800000,12000,1130,2
7320,Kolhapur,Pratibha Nagar,4700000,11750,1000,1
7401,Kottayam,Kalathipady,5100000,12750,1448,3
7402,Kottayam,Kalathipady,3500000,8750,984,2
7403,Kottayam,Indira Nagar,9000000,20000,1761,3
7404,Kottayam,Indira Nagar,8100000,20000,1964,3
7405,Kottayam,Ettumanoor,16000000,20000,2900,4
7406,Kottayam,Changanassery,8600000,20000,4500,5
7407,Kottayam,Changanassery,8500000,20000,2500,4
7408,Kottayam,Kottayam Medical College Bypass Road,70000000,20000,2500,3
7411,Kottayam,Vadavathoor,5500000,13750,1730,3
7417,Kottayam,Vadavathoor,4600000,11500,1410,3
7421,Kottayam,Vadavathoor,22500000,20000,1300,4
7423,Kottayam,Kodimatha,10000000,20000,2000,2
7501,Haridwar,Shantikunj,2500000,6250,845,1
7502,Haridwar,Shantikunj,2100000,5250,737,1
7503,Haridwar,Shantikunj,3600000,9000,1239,2
7504,Haridwar,Shantikunj,5000000,12500,1601,3
7505,Haridwar,Sidcul,2400000,6000,860,2
7506,Haridwar,Shantikunj,2250000,5625,756,1
7507,Haridwar,Sidcul,2100000,5250,860,2
7509,Haridwar,Bhupat Wala,2100000,5250,737,1
7510,Haridwar,Salempur Mehdood,2100000,5250,810,2
7511,Haridwar,Sidcul,6500000,16250,2450,4
7514,Haridwar,Jwalapur,3000000,7500,880,2
7515,Haridwar,Salempur Mehdood,2300000,5750,810,2
7518,Haridwar,Bahadarabad,5600000,14000,1450,3
7519,Haridwar,Aneki Hetmapur,4300000,10750,1484,3
7601,Noida,Sector 150,8591625,20000,1575,3
7602,Noida,Sector 150,4859999,12149,668,2
7603,Noida,Sector 150,6909750,17274,1665,3
7604,Noida,Sector 19 Yamuna Expressway,4108000,10270,1450,3
7605,Noida,Sector 78,28500000,20000,4175,5
7606,Noida,Sector 137,10700000,20000,2275,4
7607,Noida,Sector 61,5500000,13750,950,2
7608,Noida,Sector 118,4500000,11250,1050,2
7609,Noida,Sector 150,16300000,20000,2300,3
7610,Noida,Sector 151,4000000,10000,1350,3
7611,Noida,Sector 70,4684000,11710,1041,2
7612,Noida,Sector 82,6200000,15500,1250,3
7613,Noida,Sector 150,7009675,17524,1285,3
7614,Noida,Sector 107,17200000,20000,2070,3
7615,Noida,Sector 110,2890000,7225,990,2
7616,Noida,Sector 168,4990000,12475,1085,2
7617,Noida,Sector 107,38429100,20000,4300,5
7618,Noida,Sector 45,3500000,8750,1200,3
7619,Noida,Sector 16,4450001,11125,1175,2
7620,Noida,Sector 151,3959520,9898,953,2
7701,Vijayawada,Ramavarapadu,3800000,9500,850,2
7702,Vijayawada,Machavaram,6500000,16250,1625,3
7703,Vijayawada,Poranki,6683000,16707,1485,3
7704,Vijayawada,Gannavaram,5428000,13570,1551,3
7705,Vijayawada,Sri Ramachandra Nagar,2800000,7000,850,2
7706,Vijayawada,Telaprolu,3376000,8440,1351,2
7707,Vijayawada,Telaprolu,3200000,8000,1289,2
7708,Vijayawada,Poranki,3200000,8000,1289,2
7709,Vijayawada,Ibrahimpatnam,5491000,13727,1445,3
7710,Vijayawada,Benz Circle,8742000,20000,1345,2
7711,Vijayawada,kunchanapalli,3776000,9440,1180,2
7713,Vijayawada,currency nagar,2800000,7000,900,2
7715,Vijayawada,kunchanapalli,3900000,9750,1181,2
7716,Vijayawada,Ajit Singh Nagar,4200000,10500,1200,2
7717,Vijayawada,ramavarappadu,7500000,18750,1375,2
7718,Vijayawada,Kesarapalle,3750000,9375,1297,2
7719,Vijayawada,Gannavaram,4900000,12250,1495,3
7801,Salem,Lakshmi Nagar,7470000,18675,1444,3
7802,Salem,Lakshmi Nagar,2455000,6137,491,1
7803,Salem,Fairlands,7000000,17500,1080,2
7804,Salem,Alagapuram,300000,750,1112,2
7805,Salem,Lakshmi Nagar,5975000,14937,1145,3
7806,Salem,Chinna Thirupathi,3700000,9250,1157,2
7807,Salem,Lakshmi Nagar,5720000,14300,1094,3
7808,Salem,Fairlands,7000000,17500,1500,2
7810,Salem,Lakshmi Nagar,4760000,11900,902,1
7901,Gwalior,Gandhi Nagar,3500000,8750,1000,3
7902,Gwalior,Harishankar Puram Gwalior,3100000,7750,550,2
7903,Gwalior,Sirol Road,2550000,6375,1215,2
7904,Gwalior,Sirol,2400000,6000,1024,2
7905,Gwalior,City Centre,2000000,5000,860,2
7906,Gwalior,City Centre,2399999,5999,1215,2
7907,Gwalior,Madhav Ganj,4600000,11500,1250,3
7908,Gwalior,DB City,4187000,10467,1250,3
7909,Gwalior,DB City,4375000,10937,1250,3
7910,Gwalior,Sirol Road,3450000,8625,1455,3
7911,Gwalior,Hurawali Link Road,5200000,13000,1600,3
7912,Gwalior,Lalitpur Colony,3000000,7500,860,2
7913,Gwalior,Hurawali Link Road,9200000,20000,2680,4
7914,Gwalior,Mahalgaon,2800000,7000,700,2
7915,Gwalior,Vinay Nagar,1600000,4000,600,2
7916,Gwalior,Daulat Ganj,4000000,10000,800,2
7917,Gwalior,Badagaon,3900000,9750,1836,3
7918,Gwalior,City Centre,2550000,6375,685,2
7919,Gwalior,DB City,6200000,15500,1800,3
7920,Gwalior,Sirol Road,2500000,6250,1024,2
8001,Bangalore,Krishnarajapura,6181619,15454,1135,2
8002,Bangalore,Kengeri,6845330,17113,1670,3
8003,Bangalore,Hulimavu,6694000,16735,1275,2
8004,Bangalore,Ramamurthy Nagar,7644000,19110,1560,3
8005,Bangalore,Doddanekundi,11700472,20000,1582,3
8006,Bangalore,Nagarbhavi,9257010,20000,1638,3
8007,Bangalore,Gunjur,6758800,16897,1220,2
8008,Bangalore,Budigere Cross,6807800,17019,1272,2
8009,Bangalore,Anjanapura,8962325,20000,1769,3
8010,Bangalore,Krishnarajapura,8986395,20000,1605,3
8011,Bangalore,Thanisandra,20000988,20000,2502,4
8012,Bangalore,Sarjapur Road Post Railway Crossing,11602424,20000,1657,3
8013,Bangalore,Krishnarajapura,8545000,20000,1700,3
8014,Bangalore,Whitefield Hope Farm Junction,11005086,20000,1730,3
8015,Bangalore,Doddanekundi,7520750,18801,1675,3
8016,Bangalore,Begur,5001999,12504,1056,2
8017,Bangalore,Whitefield Hope Farm Junction,8600000,20000,1507,3
8018,Bangalore,Bommasandra,5080000,12700,1270,2
8019,Bangalore,Whitefield Hope Farm Junction,5938515,14846,1485,3
8020,Bangalore,Bagaluru Near Yelahanka,9400000,20000,1311,2
8101,Delhi,Dwarka Mor,9000000,20000,1350,4
8102,Delhi,Sector 22 Rohini,10800000,20000,1300,4
8103,Delhi,Pitampura,34500000,20000,1650,3
8104,Delhi,Alaknanda,22000000,20000,1550,3
8105,Delhi,Sector 13 Dwarka,16000000,20000,1850,3
8106,Delhi,Sector 19 Dwarka,20000000,20000,2200,4
8107,Delhi,Sector 6 Dwarka,12500000,20000,1800,3
8108,Delhi,Sector 6 Dwarka,15000000,20000,1700,3
8109,Delhi,Sector 12 Dwarka,20000000,20000,2300,4
8110,Delhi,Sector-18 Dwarka,16000000,20000,1800,3
8111,Delhi,Rohini Sector 9,11200000,20000,1000,2
8112,Delhi,Dwarka Mor,4999850,12499,950,3
8113,Delhi,Sector 6 Dwarka,15600000,20000,1750,3
8114,Delhi,Dwarka Mor,4200000,10500,675,3
8115,Delhi,Sector 13 Rohini,11400000,20000,1400,3
8116,Delhi,Sector-18 Dwarka,8400000,20000,1100,2
8117,Delhi,Sector-18 Dwarka,21500000,20000,2000,4
8118,Delhi,Sector-18 Dwarka,21000000,20000,2150,3
8119,Delhi,Dwarka Mor,3100000,7750,750,3
8120,Delhi,Sector 3 Dwarka,5800000,14500,850,2
8201,Lucknow,Vrindavan Yojna,8000000,20000,1655,3
8202,Lucknow,Naubasta Kala,1917500,4793,650,1
8203,Lucknow,Uattardhona,6200000,15500,1450,3
8204,Lucknow,Gomti Nagar Extension,9043198,20000,1857,3
8206,Lucknow,Uattardhona,6350000,15875,1450,3
8207,Lucknow,Naubasta Kala,3983500,9958,1350,3
8208,Lucknow,Vrindavan Yojna,10300000,20000,2055,4
8209,Lucknow,Uattardhona,3555000,8887,990,2
8210,Lucknow,Gomti Nagar Extension,8692000,20000,1830,3
8211,Lucknow,Sultanpur Road,5600000,14000,1400,3
8212,Lucknow,Dalibagh Colony,6500000,16250,1300,2
8213,Lucknow,Gomti Nagar Extension,4396000,10990,1099,2
8214,Lucknow,Dalibagh Colony,6600000,16500,1300,3
8215,Lucknow,Uattardhona,3514000,8785,815,2
8216,Lucknow,Raebareli Road,4500000,11250,1635,2
8217,Lucknow,Sushant Golf City,8550000,20000,2250,3
8218,Lucknow,Mohibullapur,7400000,18500,1310,2
8219,Lucknow,Hazratganj,5300000,13250,1150,2
8220,Lucknow,Jiamau,5000000,12500,1400,3
8301,Trivandrum,Kazhakkoottam,5500000,13750,1350,3
8302,Trivandrum,Kazhakkoottam,4800000,12000,1027,2
8303,Trivandrum,Peroorkada,5500000,13750,1200,3
8304,Trivandrum,Technopark Phase III Main Road,4800000,12000,1027,2
8305,Trivandrum,Kuravankonam,12500000,20000,1943,3
8306,Trivandrum,Kuravankonam,12100000,20000,1895,3
8307,Trivandrum,Kazhakkoottam,5200000,13000,1100,3
8308,Trivandrum,Kulathoor,7900000,19750,1946,3
8309,Trivandrum,Pallippuram,3250000,8125,780,2
8310,Trivandrum,Ulloor,7600000,19000,1395,3
8311,Trivandrum,Thycaud,7500000,18750,1350,3
8312,Trivandrum,Peroorkada,9000000,20000,5000,3
8313,Trivandrum,Technopark,5650000,14125,959,2
8314,Trivandrum,Thampanoor,7000000,17500,1100,3
8315,Trivandrum,Kurichi,5000000,12500,1116,2
8316,Trivandrum,Nalanchira,7000000,17500,1791,3
8317,Trivandrum,Karyavattom,9000000,20000,1714,3
8318,Trivandrum,Vattiyoorkavu,5500000,13750,1215,2
8319,Trivandrum,Kudappanakunnu,7000000,17500,1603,3
8320,Trivandrum,Kazhakkoottam,5500000,13750,1400,3
8401,Wayanad,Meppadi Bus Stand Road,30000000,20000,3000,2
8402,Wayanad,Vellamunda,6700000,16750,3500,4
8501,Jhajjar,Sector 4A Bahadurgarh,1560000,3900,635,1
8502,Jhajjar,Sector 4A Bahadurgarh,1800000,4500,635,1
8503,Jhajjar,Sector 15 Bahadurgarh,5500000,13750,1500,3
8504,Jhajjar,Sector 4A Bahadurgarh,3500000,8750,1280,3
8505,Jhajjar,Badsa,1900000,4750,1040,2
8506,Jhajjar,Sector 4A Bahadurgarh,4700000,11750,2215,4
8507,Jhajjar,Sector 15 Bahadurgarh,7000000,17500,1500,3
8508,Jhajjar,Sainik Nagar,3400000,8500,1165,2
8509,Jhajjar,Kherka Musalman,3000000,7500,1110,2
8510,Jhajjar,Sector 4A Bahadurgarh,3450000,8625,1280,3
8511,Jhajjar,Sector 4A Bahadurgarh,4600000,11500,2215,4
8512,Jhajjar,Sector 4A Bahadurgarh,1750000,4375,635,1
8513,Jhajjar,Sector 4A Bahadurgarh,3300000,8250,1280,3
8514,Jhajjar,Sector 4A Bahadurgarh,3600000,9000,1280,2
8515,Jhajjar,Sector 4A Bahadurgarh,4670000,11675,2215,4
8516,Jhajjar,Sector 4A Bahadurgarh,2680000,6700,1110,2
8517,Jhajjar,Sector 4A Bahadurgarh,2240000,5600,930,2
8601,Jodhpur,Jodhpur Tekra,18500000,20000,2781,3
8602,Jodhpur,AIIMS Road,4000000,10000,1340,3
8603,Jodhpur,BJS Colony,6500000,16250,1250,3
8604,Jodhpur,Pal Road,3200000,8000,950,2
8605,Jodhpur,AIIMS Road,4000000,10000,1366,3
8606,Jodhpur,Jhalamand,3500000,8750,1200,3
8607,Jodhpur,Shyam Nagar,6500000,16250,1236,2
8608,Jodhpur,Pal Gaon,2500000,6250,775,2
8609,Jodhpur,Residential FlatSardarpura,4620000,11550,770,2
8610,Jodhpur,Ratanada,3800000,9500,1500,3
8611,Jodhpur,Pal Road,3250000,8125,900,2
8612,Jodhpur,Phalodi Dechu Road,3900000,9750,1800,2
8613,Jodhpur,Kamla Nehru Nagar,9319000,20000,2273,3
8614,Jodhpur,Jhalamand,2100000,5250,700,2
8615,Jodhpur,Ratanada,10000000,20000,2138,3
8616,Jodhpur,Jaisalmer Bypass Road,4251000,10627,1165,2
8617,Jodhpur,Ratanada,2150000,5375,910,2
8618,Jodhpur,Sangariya,4088000,10220,1460,3
8619,Jodhpur,Ratanada,8700000,20000,1595,3
8620,Jodhpur,Paota,5500000,13750,1050,2
8701,Durgapur,Bidhannagar,2653200,6633,1206,3
8702,Durgapur,Shankarpur West,2654400,6636,1106,3
8703,Durgapur,Bidhannagar,1700000,4250,780,2
8704,Durgapur,Bidhannagar,2882000,7205,1310,3
8705,Durgapur,Gopalpur,1485000,3712,925,2
8706,Durgapur,Fuljhore,2535000,6337,1079,3
8707,Durgapur,Gopalpur,1792604,4481,800,2
8708,Durgapur,Bamunara,1980000,4950,1020,3
8709,Durgapur,Kaliganj,1436500,3591,736,2
8710,Durgapur,Kaliganj,1525982,3814,1018,2
8711,Durgapur,Arrah Kalinagar,1936800,4842,807,2
8712,Durgapur,Bidhannagar,2310000,5775,1050,2
8713,Durgapur,Bidhannagar,3047000,7617,1385,3
8714,Durgapur,Kaliganj,1451032,3627,968,2
8715,Durgapur,Shankarpur West,2599200,6498,1083,3
8716,Durgapur,Kaliganj,1429700,3574,731,2
8718,Durgapur,Gopalpur,2351171,5877,1049,3
8719,Durgapur,Arrah Kalinagar,3074400,7686,1281,3
8720,Durgapur,Fuljhore,2041000,5102,972,2
8801,Aligarh,Dhourra Mafi,3950000,9875,1200,3
8802,Aligarh,Sasni Gate,5700000,14250,1686,3
8803,Aligarh,Marris Road,5000000,12500,1600,3
8804,Aligarh,Anoop Shahar Road Aligarh,2350000,5875,1325,3
8805,Aligarh,Swarna Jayanti Nagar,3300000,8250,1350,3
8806,Aligarh,Marris Road,6000000,15000,1800,3
8807,Aligarh,Quarsi,3400000,8500,1400,3
8808,Aligarh,Civil Lines,6500000,16250,1650,3
8809,Aligarh,ADA Colony,320000,800,1400,3
8810,Aligarh,Swarna Jayanti Nagar,3200000,8000,1350,3
8901,Dehradun,GMS Road,7500000,18750,1794,3
8902,Dehradun,Sudhowala,6500000,16250,1593,2
8903,Dehradun,Aman Vihar,6500000,16250,1600,3
8904,Dehradun,Kulhan,6930000,17325,1925,3
8905,Dehradun,Kulhan,5800000,14500,1480,2
8906,Dehradun,GMS Road,7100000,17750,1878,3
8907,Dehradun,Jakhan,9450000,20000,1890,3
8908,Dehradun,Aman Vihar,4900000,12250,1800,3
8909,Dehradun,Rajpur Road,4300000,10750,1400,2
8910,Dehradun,Rajpur Road,5700000,14250,1950,3
8911,Dehradun,Dehradun Road,3400000,8500,750,1
8912,Dehradun,Kulhan,8500000,20000,1900,3
8913,Dehradun,Kanwali,7000000,17500,1250,3
8914,Dehradun,GMS Road,7500000,18750,1811,3
8915,Dehradun,Aman Vihar,5350000,13375,1335,3
8917,Dehradun,Gangotri Vihar,5600000,14000,1515,3
8918,Dehradun,Rajpur Road,9500000,20000,2200,3
8919,Dehradun,Sahastradhara Road,3500000,8750,1250,2
9001,Guntur,Tadepalli,5344000,13360,1336,2
9002,Guntur,Tadepalli,6023000,15057,1585,3
9003,Guntur,Guntur Amaravathi Road,4000000,10000,1200,2
9004,Guntur,Tadepalli,8676000,20000,1928,3
9005,Guntur,Gujjanagundla,3861000,9652,1170,2
9006,Guntur,Vijayapuri Colony,4000000,10000,1600,3
9007,Guntur,Palakaluru Road,3292200,8230,1116,2
9008,Guntur,Gorantla,3795000,9487,1150,2
9009,Guntur,SVN Colony,5500000,13750,1659,3
9010,Guntur,RTO Office Road,4300000,10750,1260,2
9011,Guntur,Koppuravuru,4950000,12375,1650,3
9012,Guntur,Palakaluru Road,3050000,7625,1116,2
9013,Guntur,Koppuravuru,4000000,10000,1250,2
9014,Guntur,Haailand Road,5337500,13343,1525,3
9015,Guntur,GunturChennai Highway,1816500,4541,865,2
9016,Guntur,1st Lane,5875000,14687,1175,2
9017,Guntur,Gorantla,4200000,10500,1200,2
9018,Guntur,Mangalagiri,6960000,17400,1740,3
9019,Guntur,Gorantla,3580500,8951,1085,2
9020,Guntur,Reddypalem,3400000,8500,1088,2
9101,Jalandhar,Kuhali,1390000,3475,655,1
9102,Jalandhar,Kuhali,2570000,6425,1125,2
9103,Jalandhar,Kuhali,2590000,6475,1100,3
9104,Jalandhar,Kuhali,1450000,3625,575,1
9105,Jalandhar,Hoshiarpur Road,3528000,8820,1138,2
9106,Jalandhar,Pholriwal,4800000,12000,1600,3
9107,Jalandhar,Bypass Road,1180000,2950,800,2
9108,Jalandhar,66 Feet Road,2400000,6000,820,2
9109,Jalandhar,66 Feet Road,3500000,8750,1200,3
9110,Jalandhar,Kuhali,1989000,4972,1100,2
9111,Jalandhar,Jalandhar Bypass Road,1290000,3225,800,2
9112,Jalandhar,Urban Estate phase II,2400000,6000,820,2
9113,Jalandhar,Salempur Road,1290000,3225,800,2
9115,Jalandhar,Model Town,4500000,11250,1450,3
9117,Jalandhar,Urban Estate phase II,7200000,18000,2050,4
9118,Jalandhar,Hoshiarpur Road,3530000,8825,1138,2
9119,Jalandhar,Kuhali,2590000,6475,850,2
9201,Raigad,New Panvel East,3500000,8750,607,1
9202,Raigad,Shilottar Raichur,3500000,8750,690,1
9203,Raigad,Kashele,3761000,9402,885,2
9204,Raigad,New Panvel East,4000000,10000,660,1
9205,Raigad,New Panvel East,4700000,11750,550,1
9206,Raigad,Yashwant Nagar,6800000,17000,1229,2
9207,Raigad,New Panvel East,7500000,18750,950,2
9208,Raigad,New Panvel East,3200000,8000,328,1
9209,Raigad,New Panvel East,4336000,10840,668,1
9210,Raigad,Mamdapur,1500000,3750,685,1
9211,Raigad,New Panvel East,8500000,20000,655,1
9212,Raigad,New Panvel East,6500000,16250,825,2
9213,Raigad,Kolad,1600000,4000,410,1
9214,Raigad,New Panvel East,12600000,20000,1474,3
9215,Raigad,New Panvel East,10000000,20000,1450,3
9216,Raigad,Akurli,1960000,4900,350,1
9217,Raigad,Dahivali,1900000,4750,640,1
9218,Raigad,Nevali,3000000,7500,608,1
9219,Raigad,Sakinaka,17500000,20000,1300,2
9220,Raigad,Chavani,2500000,6250,625,1
9301,Ooty,Fern Hill,1550000,3875,1200,1
9302,Ooty,Kotagiri,12500000,20000,2000,3
9306,Ooty,Coonoor,35000000,20000,2490,4
9307,Ooty,KotagiriKattabettuOoty Road,15000000,20000,2850,2
9308,Ooty,Coonoor Road,30000000,20000,3484,6
9309,Ooty,Coonoor,33000000,20000,4410,3
9310,Ooty,Fingerpost,15000000,20000,3920,6
9311,Ooty,Coonoor,30000000,20000,7500,4
9312,Ooty,KotagiriKattabettuOoty Road,19600000,20000,2800,3
9314,Ooty,KotagiriKattabettuOoty Road,15000000,20000,2700,4
9316,Ooty,Ooty Thummanatty Kappachi Road,128281814,20000,9541,6
9318,Ooty,Coonoor,13000000,20000,2500,4
9319,Ooty,Kathadimattam,2350000,5875,600,2
9320,Ooty,Coonoor,45000000,20000,4330,4
9321,Ooty,Coonoor,30000000,20000,3950,4
9401,Faridabad,Sector 78,2582000,6455,860,3
9402,Faridabad,Green Field Colony,11200000,20000,5600,5
9403,Faridabad,Sector 42,8300000,20000,1520,3
9404,Faridabad,Sector 41,14100008,20000,2100,3
9405,Faridabad,Sector 41,18200000,20000,2110,3
9406,Faridabad,Sector 42,11500000,20000,4050,4
9407,Faridabad,Sector 43,8600000,20000,2520,4
9408,Faridabad,Sector 91,2800000,7000,1200,2
9409,Faridabad,Sector 86,4100000,10250,1365,2
9410,Faridabad,Sector 75,2100000,5250,900,2
9411,Faridabad,Sector 42,8900000,20000,2600,4
9412,Faridabad,Sector 84,3500000,8750,971,3
9413,Faridabad,Sector 42,3800000,9500,1250,3
9414,Faridabad,Dlf Phase 1,30000000,20000,2600,3
9415,Faridabad,Sector 41,9200000,20000,2900,4
9416,Faridabad,sector 46,6800000,17000,2000,3
9417,Faridabad,Sector 89,2630000,6575,845,3
9418,Faridabad,Sector 77,4900000,12250,1675,2
9419,Faridabad,Sector 88,3600000,9000,1304,2
9420,Faridabad,Sector 88,5800000,14500,1590,3
9501,Goa,Vasco Da Gama,3800000,9500,544,1
9502,Goa,Penha de Franca,9700000,20000,1815,3
9503,Goa,Salcete,7500000,18750,1250,2
9504,Goa,Velha,8000000,20000,550,1
9505,Goa,Candolim,5500000,13750,1000,2
9506,Goa,Velha,8500000,20000,683,1
9507,Goa,Dabolim,6802500,17006,899,1
9508,Goa,Dabolim,4900000,12250,810,2
9509,Goa,Penha de Franca,15500000,20000,2835,3
9510,Goa,Benaulim,7700000,19250,1350,2
9511,Goa,Velha,7500000,18750,460,1
9512,Goa,Dabolim,8604000,20000,1220,2
9513,Goa,Velha,9900000,20000,782,1
9514,Goa,Mulgao,4000000,10000,660,1
9515,Goa,kadamba plateau,5500000,13750,1350,2
9516,Goa,Calangute,8500000,20000,1000,1
9517,Goa,Corlim,5500000,13750,1119,2
9518,Goa,Verla,5000000,12500,684,1
9519,Goa,Ponda,3900000,9750,958,2
9520,Goa,Karaswada,5500000,13750,1012,2
9601,Sonepat,Kundli,5500000,13750,1845,3
9602,Sonepat,Sector 35,2800000,7000,1269,2
9604,Sonepat,Kundli,2600000,6500,1264,2
9605,Sonepat,Sector 8,4150000,10375,1350,2
9606,Sonepat,Kundli,5000000,12500,1845,3
9607,Sonepat,Kundli,2500000,6250,1264,2
9608,Sonepat,Kundli,2199000,5497,900,2
9609,Sonepat,Kundli,2700000,6750,1264,2
9610,Sonepat,Kundli,5050000,12625,1785,3
9611,Sonepat,Sonipat Bypass Road,3000000,7500,1110,2
9612,Sonepat,TDI City Kundli,6400000,16000,1770,3
9613,Sonepat,Kundli,2800000,7000,1264,2
9614,Sonepat,Kundli,3140000,7850,1280,2
9615,Sonepat,Kundli,7000000,17500,1400,3
9616,Sonepat,Kundli,3200000,8000,1110,2
9617,Sonepat,Kundli,7300000,18250,1870,3
9619,Sonepat,Kundli,14500000,20000,4400,5
9620,Sonepat,Kundli,3800000,9500,1785,3
9701,Solan,Dharampur,6000000,15000,1400,2
9702,Solan,Kasauli,3600000,9000,750,1
9703,Solan,Kainthri,3250000,8125,650,1
9704,Solan,Deoghat,4600000,11500,1500,3
9705,Solan,Kainthri,4990000,12475,1020,2
9706,Solan,Kainthri,3500000,8750,935,1
9707,Solan,Kainthri,5600000,14000,1409,3
9708,Solan,Chambaghat Basal Shalomna Kandaghat Road,4500000,11250,1500,3
9709,Solan,Kainthri,3000000,7500,500,1
9710,Solan,Saproon,5950000,14875,1600,3
9712,Solan,Kainthri,6290000,15725,1529,3
9713,Solan,Kumarhatti Nahan Road,3190000,7975,740,1
9715,Solan,Dharampur,2800000,7000,750,2
9716,Solan,Deoghat,4000000,10000,1200,2
9717,Solan,Kandaghat,2100000,5250,550,1
9718,Solan,Kumarhatti Nahan Road,15000000,20000,4000,4
9719,Solan,Kainthri,6000000,15000,1529,3
9720,Solan,Saproon,4950000,12375,1450,2
9801,Karnal,Taraori,971000,2427,403,1
9802,Karnal,Sector 35,2850000,7125,1440,3
9803,Karnal,Sector 35,2300000,5750,1250,2
9804,Karnal,Tikri,2025000,5062,1200,2
9806,Karnal,Karnal Road,5000000,12500,900,2
9807,Karnal,taraori Road,971050,2427,450,1
9808,Karnal,Sector 33,4300000,10750,1310,3
9809,Karnal,Jyoti Nagar,3500000,8750,1200,2
9810,Karnal,Sector 32,2099000,5247,975,2
9811,Karnal,Sector 36,4500000,11250,1962,3
9812,Karnal,Sector 35,3500000,8750,1530,3
9813,Karnal,Sector 35,2900000,7250,1300,3
9814,Karnal,Taraori,1507285,3768,1012,2
9815,Karnal,Karnal Road,6700000,16750,1300,2
9816,Karnal,Sector 36,3700000,9250,1899,3
9817,Karnal,Sector 35,1500000,3750,950,2
9818,Karnal,Karnal Road,9000000,20000,1350,2
9819,Karnal,Sector 35,7500000,18750,2424,4
